Crops,Varieties,Season,Growth,Harvest,Market,District,Day,Month,Year,Min Price(Rs./Quintal),Max Price(Rs./Quintal),Modal Price(Rs./Quintal)
Arecanut,Bette,Monsoon,June-September,November-January,Koppa,Chikkamagaluru,22,December,2020,34000,41389,40800
Arecanut,Bette,Monsoon,June-September,November-January,Koppa,Chikkamagaluru,23,December,2020,41389,41389,41389
Arecanut,Bette,Monsoon,June-September,November-January,Koppa,Chikkamagaluru,28,December,2020,42099,42701,42399
Arecanut,Bette,Monsoon,June-September,November-January,Koppa,Chikkamagaluru,30,December,2020,42399,42409,42404
Arecanut,Bette,Monsoon,June-September,November-January,Koppa,Chikkamagaluru,31,December,2020,34000,42000,38000
Arecanut,Bette,Monsoon,June-September,November-January,Koppa,Chikkamagaluru,1,December,2021,40000,48000,46000
Arecanut,Bette,Monsoon,June-September,November-January,Koppa,Chikkamagaluru,3,December,2021,45019,45019,45019
Arecanut,Bette,Monsoon,June-September,November-January,Koppa,Chikkamagaluru,7,December,2021,49366,52399,51399
Arecanut,Bette,Monsoon,June-September,November-January,Koppa,Chikkamagaluru,10,December,2021,40000,48000,47499
Arecanut,Bette,Monsoon,June-September,November-January,Koppa,Chikkamagaluru,14,December,2021,49609,50566,50419
Arecanut,Bette,Monsoon,June-September,November-January,Koppa,Chikkamagaluru,20,December,2021,40000,48000,46000
Arecanut,Bette,Monsoon,June-September,November-January,Koppa,Chikkamagaluru,21,December,2021,40000,48000,47499
Arecanut,Bette,Monsoon,June-September,November-January,Koppa,Chikkamagaluru,24,December,2021,40000,50000,48700
Arecanut,Bette,Monsoon,June-September,November-January,Koppa,Chikkamagaluru,28,December,2021,46499,53159,50019
Arecanut,Bette,Monsoon,June-September,November-January,Koppa,Chikkamagaluru,6,December,2022,48299,50110,49523
Arecanut,Bette,Monsoon,June-September,November-January,Koppa,Chikkamagaluru,7,December,2022,40000,47500,43750
Arecanut,Bette,Monsoon,June-September,November-January,Koppa,Chikkamagaluru,10,December,2022,48366,49166,48899
Arecanut,Bette,Monsoon,June-September,November-January,Koppa,Chikkamagaluru,14,December,2022,48390,49799,49218
Arecanut,Bette,Monsoon,June-September,November-January,Koppa,Chikkamagaluru,15,December,2022,40000,47500,43750
Arecanut,Bette,Monsoon,June-September,November-January,Koppa,Chikkamagaluru,16,December,2022,40000,46500,43000
Arecanut,Bette,Monsoon,June-September,November-January,Koppa,Chikkamagaluru,20,December,2022,43689,47190,46041
Arecanut,Bette,Monsoon,June-September,November-January,Koppa,Chikkamagaluru,26,December,2022,47699,50899,49735
Arecanut,Bette,Monsoon,June-September,November-January,Koppa,Chikkamagaluru,27,December,2022,47119,49190,48160
Arecanut,Bette,Monsoon,June-September,November-January,Koppa,Chikkamagaluru,30,December,2022,47699,50899,49735
Groundnut,Gejje,Kharif ,June-July,September-October,Challakere,Chitradurga,5,October,2020,3029,5662,4317
Groundnut,Gejje,Kharif ,June-July,September-October,Challakere,Chitradurga,7,October,2020,2549,5612,4121
Groundnut,Gejje,Kharif ,June-July,September-October,Challakere,Chitradurga,9,October,2020,1909,5702,3930
Groundnut,Gejje,Kharif ,June-July,September-October,Challakere,Chitradurga,12,October,2020,1505,5769,4434
Groundnut,Gejje,Kharif ,June-July,September-October,Challakere,Chitradurga,14,October,2020,1468,5869,4090
Groundnut,Gejje,Kharif ,June-July,September-October,Challakere,Chitradurga,16,October,2020,3139,5789,4034
Groundnut,Gejje,Kharif ,June-July,September-October,Challakere,Chitradurga,19,October,2020,3500,6989,4128
Groundnut,Gejje,Kharif ,June-July,September-October,Challakere,Chitradurga,21,October,2020,2226,5850,4085
Groundnut,Gejje,Kharif ,June-July,September-October,Challakere,Chitradurga,23,October,2020,2289,6012,4007
Groundnut,Gejje,Kharif ,June-July,September-October,Challakere,Chitradurga,28,October,2020,2589,5779,4290
Groundnut,Gejje,Kharif ,June-July,September-October,Challakere,Chitradurga,1,October,2021,3744,7529,5741
Groundnut,Gejje,Kharif ,June-July,September-October,Challakere,Chitradurga,4,October,2021,3609,7716,6113
Groundnut,Gejje,Kharif ,June-July,September-October,Challakere,Chitradurga,8,October,2021,3489,9009,6015
Groundnut,Gejje,Kharif ,June-July,September-October,Challakere,Chitradurga,11,October,2021,3489,7932,5875
Groundnut,Gejje,Kharif ,June-July,September-October,Challakere,Chitradurga,13,October,2021,3889,8106,5814
Groundnut,Gejje,Kharif ,June-July,September-October,Challakere,Chitradurga,18,October,2021,3649,7475,5592
Groundnut,Gejje,Kharif ,June-July,September-October,Challakere,Chitradurga,22,October,2021,3409,7269,5200
Groundnut,Gejje,Kharif ,June-July,September-October,Challakere,Chitradurga,25,October,2021,3500,7272,5314
Groundnut,Gejje,Kharif ,June-July,September-October,Challakere,Chitradurga,27,October,2021,2489,7299,5399
Groundnut,Gejje,Kharif ,June-July,September-October,Challakere,Chitradurga,29,October,2021,2289,7386,5593
Groundnut,Gejje,Kharif ,June-July,September-October,Challakere,Chitradurga,3,October,2022,3002,7499,5614
Groundnut,Gejje,Kharif ,June-July,September-October,Challakere,Chitradurga,7,October,2022,3091,7889,5869
Groundnut,Gejje,Kharif ,June-July,September-October,Challakere,Chitradurga,10,October,2022,4000,8022,5920
Groundnut,Gejje,Kharif ,June-July,September-October,Challakere,Chitradurga,12,October,2022,4455,7912,6002
Groundnut,Gejje,Kharif ,June-July,September-October,Challakere,Chitradurga,14,October,2022,3089,7899,6075
Groundnut,Gejje,Kharif ,June-July,September-October,Challakere,Chitradurga,17,October,2022,4000,7912,5935
Groundnut,Gejje,Kharif ,June-July,September-October,Challakere,Chitradurga,19,October,2022,3689,7922,5800
Groundnut,Gejje,Kharif ,June-July,September-October,Challakere,Chitradurga,21,October,2022,3849,7489,5626
Groundnut,Gejje,Kharif ,June-July,September-October,Challakere,Chitradurga,28,October,2022,3149,7699,5762
Groundnut,Gejje,Kharif ,June-July,September-October,Challakere,Chitradurga,31,October,2022,3200,7739,6012
Groundnut,Gejje,Kharif ,June-July,September-October,Challakere,Chitradurga,2,November,2020,2030,6509,4051
Groundnut,Gejje,Kharif ,June-July,September-October,Challakere,Chitradurga,4,November,2020,2839,6542,3935
Groundnut,Gejje,Kharif ,June-July,September-October,Challakere,Chitradurga,6,November,2020,1815,5732,3915
Groundnut,Gejje,Kharif ,June-July,September-October,Challakere,Chitradurga,9,November,2020,3089,6381,4087
Groundnut,Gejje,Kharif ,June-July,September-October,Challakere,Chitradurga,11,November,2020,2509,5862,4182
Groundnut,Gejje,Kharif ,June-July,September-October,Challakere,Chitradurga,13,November,2020,2800,6989,4314
Groundnut,Gejje,Kharif ,June-July,September-October,Challakere,Chitradurga,18,November,2020,2800,6989,4314
Groundnut,Gejje,Kharif ,June-July,September-October,Challakere,Chitradurga,20,November,2020,2600,6369,4578
Groundnut,Gejje,Kharif ,June-July,September-October,Challakere,Chitradurga,23,November,2020,2100,6162,4730
Groundnut,Gejje,Kharif ,June-July,September-October,Challakere,Chitradurga,25,November,2020,2619,5895,4707
Groundnut,Gejje,Kharif ,June-July,September-October,Challakere,Chitradurga,27,November,2020,2768,6012,4798
Groundnut,Gejje,Kharif ,June-July,September-October,Challakere,Chitradurga,2,November,2021,2089,7189,5307
Groundnut,Gejje,Kharif ,June-July,September-October,Challakere,Chitradurga,8,November,2021,2049,7220,4994
Groundnut,Gejje,Kharif ,June-July,September-October,Challakere,Chitradurga,10,November,2021,2500,7069,4725
Groundnut,Gejje,Kharif ,June-July,September-October,Challakere,Chitradurga,12,November,2021,2569,6519,5125
Groundnut,Gejje,Kharif ,June-July,September-October,Challakere,Chitradurga,15,November,2021,2469,6899,4952
Groundnut,Gejje,Kharif ,June-July,September-October,Challakere,Chitradurga,17,November,2021,2009,6862,4985
Groundnut,Gejje,Kharif ,June-July,September-October,Challakere,Chitradurga,19,November,2021,2619,6812,5410
Groundnut,Gejje,Kharif ,June-July,September-October,Challakere,Chitradurga,23,November,2021,3089,7049,5412
Groundnut,Gejje,Kharif ,June-July,September-October,Challakere,Chitradurga,24,November,2021,3889,6459,5522
Groundnut,Gejje,Kharif ,June-July,September-October,Challakere,Chitradurga,26,November,2021,2600,7126,5561
Groundnut,Gejje,Kharif ,June-July,September-October,Challakere,Chitradurga,29,November,2021,2759,7292,5820
Groundnut,Gejje,Kharif ,June-July,September-October,Challakere,Chitradurga,2,November,2022,4289,7712,6085
Groundnut,Gejje,Kharif ,June-July,September-October,Challakere,Chitradurga,4,November,2022,3001,7719,6008
Groundnut,Gejje,Kharif ,June-July,September-October,Challakere,Chitradurga,7,November,2022,2600,7772,6202
Groundnut,Gejje,Kharif ,June-July,September-October,Challakere,Chitradurga,9,November,2022,3400,6199,4689
Groundnut,Gejje,Kharif ,June-July,September-October,Challakere,Chitradurga,14,November,2022,3089,7661,6180
Groundnut,Gejje,Kharif ,June-July,September-October,Challakere,Chitradurga,16,November,2022,3200,7259,6323
Groundnut,Gejje,Kharif ,June-July,September-October,Challakere,Chitradurga,18,November,2022,3089,7889,6507
Groundnut,Gejje,Kharif ,June-July,September-October,Challakere,Chitradurga,21,November,2022,3059,7389,6686
Groundnut,Gejje,Kharif ,June-July,September-October,Challakere,Chitradurga,23,November,2022,3609,7701,6692
Groundnut,Gejje,Kharif ,June-July,September-October,Challakere,Chitradurga,25,November,2022,3700,7906,6808
Groundnut,Gejje,Kharif ,June-July,September-October,Challakere,Chitradurga,28,November,2022,2009,7880,6750
Groundnut,Gejje,Kharif ,June-July,September-October,Challakere,Chitradurga,30,November,2022,3200,7839,6563
Groundnut,Natte,Rabi,October-November,January-February,Kottur,Ballari,3,March,2020,2729,6559,5803
Groundnut,Natte,Rabi,October-November,January-February,Kottur,Ballari,6,March,2020,3883,7059,6411
Groundnut,Natte,Rabi,October-November,January-February,Kottur,Ballari,10,March,2020,2559,6831,6158
Groundnut,Natte,Rabi,October-November,January-February,Kottur,Ballari,13,March,2020,3632,6389,5436
Groundnut,Natte,Rabi,October-November,January-February,Kottur,Ballari,17,March,2020,3589,5852,5183
Groundnut,Natte,Rabi,October-November,January-February,Kottur,Ballari,20,March,2020,2766,5889,5316
Groundnut,Natte,Rabi,October-November,January-February,Kottur,Ballari,2,March,2021,4009,7078,6742
Groundnut,Natte,Rabi,October-November,January-February,Kottur,Ballari,5,March,2021,3669,7189,6516
Groundnut,Natte,Rabi,October-November,January-February,Kottur,Ballari,9,March,2021,5628,6378,6123
Groundnut,Natte,Rabi,October-November,January-February,Kottur,Ballari,12,March,2021,3019,7189,6602
Groundnut,Natte,Rabi,October-November,January-February,Kottur,Ballari,16,March,2021,3200,7369,6853
Groundnut,Natte,Rabi,October-November,January-February,Kottur,Ballari,19,March,2021,4449,7319,6553
Groundnut,Natte,Rabi,October-November,January-February,Kottur,Ballari,23,March,2021,3176,6789,6119
Groundnut,Natte,Rabi,October-November,January-February,Kottur,Ballari,26,March,2021,2869,6429,5758
Groundnut,Natte,Rabi,October-November,January-February,Kottur,Ballari,30,March,2021,2070,6609,5790
Groundnut,Natte,Rabi,October-November,January-February,Kottur,Ballari,4,March,2022,4069,7001,6463
Groundnut,Natte,Rabi,October-November,January-February,Kottur,Ballari,8,March,2022,3869,6939,6390
Groundnut,Natte,Rabi,October-November,January-February,Kottur,Ballari,11,March,2022,4449,7089,6636
Groundnut,Natte,Rabi,October-November,January-February,Kottur,Ballari,15,March,2022,3589,7049,3279
Groundnut,Natte,Rabi,October-November,January-February,Kottur,Ballari,18,March,2022,4109,6859,6111
Groundnut,Natte,Rabi,October-November,January-February,Kottur,Ballari,22,March,2022,3009,6749,6132
Groundnut,Natte,Rabi,October-November,January-February,Kottur,Ballari,25,March,2022,3009,6750,6136
Groundnut,Natte,Rabi,October-November,January-February,Kottur,Ballari,29,March,2022,3109,6541,5781
Groundnut,Natte,Rabi,October-November,January-February,Kottur,Ballari,2,April,2020,3521,3547,3534
Groundnut,Natte,Rabi,October-November,January-February,Kottur,Ballari,4,April,2020,3440,3680,3500
Groundnut,Natte,Rabi,October-November,January-February,Kottur,Ballari,7,April,2020,3660,3920,3750
Groundnut,Natte,Rabi,October-November,January-February,Kottur,Ballari,9,April,2020,5500,5500,5500
Groundnut,Natte,Rabi,October-November,January-February,Kottur,Ballari,11,April,2020,2980,6189,5621
Groundnut,Natte,Rabi,October-November,January-February,Kottur,Ballari,13,April,2020,2559,6009,5644
Groundnut,Natte,Rabi,October-November,January-February,Kottur,Ballari,15,April,2020,3069,6057,5619
Groundnut,Natte,Rabi,October-November,January-February,Kottur,Ballari,16,April,2020,2669,6209,5711
Groundnut,Natte,Rabi,October-November,January-February,Kottur,Ballari,17,April,2020,3000,6230,5727
Groundnut,Natte,Rabi,October-November,January-February,Kottur,Ballari,18,April,2020,3919,6250,5851
Groundnut,Natte,Rabi,October-November,January-February,Kottur,Ballari,20,April,2020,2110,6130,5565
Groundnut,Natte,Rabi,October-November,January-February,Kottur,Ballari,21,April,2020,2500,6080,5380
Groundnut,Natte,Rabi,October-November,January-February,Kottur,Ballari,22,April,2020,4092,5869,5257
Groundnut,Natte,Rabi,October-November,January-February,Kottur,Ballari,23,April,2020,3470,5760,5377
Groundnut,Natte,Rabi,October-November,January-February,Kottur,Ballari,24,April,2020,3070,5840,5277
Groundnut,Natte,Rabi,October-November,January-February,Kottur,Ballari,25,April,2020,3669,5670,5093
Groundnut,Natte,Rabi,October-November,January-February,Kottur,Ballari,27,April,2020,4012,5721,5168
Groundnut,Natte,Rabi,October-November,January-February,Kottur,Ballari,28,April,2020,3822,5650,4994
Groundnut,Natte,Rabi,October-November,January-February,Kottur,Ballari,29,April,2020,3570,5610,5176
Groundnut,Natte,Rabi,October-November,January-February,Kottur,Ballari,30,April,2020,2269,5553,5016
Groundnut,Natte,Rabi,October-November,January-February,Kottur,Ballari,2,April,2021,3067,6729,5998
Groundnut,Natte,Rabi,October-November,January-February,Kottur,Ballari,6,April,2021,3040,6229,5411
Groundnut,Natte,Rabi,October-November,January-February,Kottur,Ballari,9,April,2021,2811,6066,5175
Groundnut,Natte,Rabi,October-November,January-February,Kottur,Ballari,16,April,2021,3019,6129,5347
Groundnut,Natte,Rabi,October-November,January-February,Kottur,Ballari,20,April,2021,3669,6089,5223
Groundnut,Natte,Rabi,October-November,January-February,Kottur,Ballari,23,April,2021,3460,6050,5240
Groundnut,Natte,Rabi,October-November,January-February,Kottur,Ballari,26,April,2021,3799,6089,5298
Groundnut,Natte,Rabi,October-November,January-February,Kottur,Ballari,27,April,2021,3601,6129,5236
Groundnut,Natte,Rabi,October-November,January-February,Kottur,Ballari,29,April,2021,3709,6089,5239
Groundnut,Natte,Rabi,October-November,January-February,Kottur,Ballari,1,April,2022,2609,6505,5601
Groundnut,Natte,Rabi,October-November,January-February,Kottur,Ballari,5,April,2022,3669,6389,5695
Groundnut,Natte,Rabi,October-November,January-February,Kottur,Ballari,8,April,2022,3019,6605,5835
Groundnut,Natte,Rabi,October-November,January-February,Kottur,Ballari,12,April,2022,2401,6559,5848
Groundnut,Natte,Rabi,October-November,January-February,Kottur,Ballari,19,April,2022,3609,6669,6024
Groundnut,Natte,Rabi,October-November,January-February,Kottur,Ballari,22,April,2022,3069,6669,5899
Groundnut,Natte,Rabi,October-November,January-February,Kottur,Ballari,26,April,2022,1509,6911,5930
Groundnut,Natte,Rabi,October-November,January-February,Kottur,Ballari,29,April,2022,2509,6549,5965
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,2,November,2020,3180,5211,4528
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,3,November,2020,1611,5049,4553
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,4,November,2020,2005,5203,4618
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,5,November,2020,1000,5209,4773
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,6,November,2020,800,5300,4847
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,7,November,2020,2005,5329,4903
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,9,November,2020,1200,5360,5020
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,10,November,2020,1005,5501,5069
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,11,November,2020,2005,5501,5058
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,12,November,2020,2109,5456,5083
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,17,November,2020,800,5456,5133
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,18,November,2020,2205,5529,5180
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,19,November,2020,1777,5570,5302
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,20,November,2020,1577,5659,5390
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,21,November,2020,1500,5729,5456
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,23,November,2020,2000,5989,5628
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,24,November,2020,3337,5988,5656
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,25,November,2020,1000,5909,5615
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,26,November,2020,1305,5917,5546
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,27,November,2020,1000,5869,5506
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,30,November,2020,1000,5909,5373
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,2,November,2021,6845,9051,8885
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,6,November,2021,1111,8809,8641
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,8,November,2021,1500,8759,8498
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,9,November,2021,4688,8771,8418
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,10,November,2021,3005,8604,8275
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,11,November,2021,1002,8909,8180
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,12,November,2021,4005,8475,8077
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,15,November,2021,3500,8689,7944
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,16,November,2021,5028,8566,7802
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,17,November,2021,5045,8189,7725
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,18,November,2021,2005,8105,7566
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,19,November,2021,2700,8020,7600
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,20,November,2021,1905,8420,7678
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,23,November,2021,4065,8529,8126
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,24,November,2021,4009,8639,8203
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,25,November,2021,1105,8690,8302
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,26,November,2021,3333,8759,8436
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,29,November,2021,4009,8669,8062
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,30,November,2021,5505,8690,8020
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,2,November,2022,3001,9412,8458
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,3,November,2022,5001,9393,8702
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,4,November,2022,1105,9385,8709
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,5,November,2022,1119,9269,8921
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,7,November,2022,2019,9930,9198
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,8,November,2022,3069,9559,9212
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,9,November,2022,2015,9990,9102
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,10,November,2022,5800,9888,9060
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,14,November,2022,2507,9789,9492
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,15,November,2022,2019,9932,9413
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,16,November,2022,3119,9815,9425
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,17,November,2022,1500,9679,9380
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,18,November,2022,2709,9521,9233
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,19,November,2022,2009,9494,9026
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,21,November,2022,2006,9335,8790
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,22,November,2022,1015,9339,8618
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,23,November,2022,2035,9096,8773
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,24,November,2022,1209,9777,8969
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,25,November,2022,1119,9979,9161
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,28,November,2022,4095,9459,9135
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,29,November,2022,3335,9795,9087
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,30,November,2022,2005,9289,9022
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,1,December,2020,1000,5814,5260
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,2,December,2020,3005,5730,5236
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,4,December,2020,1010,5706,5174
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,5,December,2020,2005,5709,5177
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,7,December,2020,1000,5660,5115
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,8,December,2020,1000,5683,5100
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,9,December,2020,1007,5694,5147
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,10,December,2020,1000,5980,5156
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,11,December,2020,1805,5802,5261
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,14,December,2020,3027,5870,5261
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,15,December,2020,558,5874,5315
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,16,December,2020,1000,6010,5401
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,24,December,2020,500,5860,5284
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,28,December,2020,3305,5849,5309
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,29,December,2020,777,5842,5326
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,30,December,2020,1105,5970,5317
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,31,December,2020,1115,5850,5344
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,1,December,2021,3009,8689,7940
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,2,December,2021,5001,8693,7880
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,3,December,2021,6385,8797,7912
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,4,December,2021,5665,8599,7974
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,6,December,2021,2337,8719,8083
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,7,December,2021,3337,8989,8255
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,8,December,2021,6061,9001,8283
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,9,December,2021,5085,8999,8300
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,10,December,2021,2005,8811,8258
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,13,December,2021,2000,8797,8129
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,14,December,2021,6005,8829,8150
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,15,December,2021,3580,8853,8225
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,16,December,2021,6015,8900,8229
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,17,December,2021,6062,8950,8417
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,18,December,2021,6065,8959,8399
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,20,December,2021,6005,8917,8368
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,21,December,2021,6889,8927,8349
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,22,December,2021,6805,8939,8319
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,23,December,2021,4000,9029,8434
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,24,December,2021,6522,9169,8503
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,27,December,2021,7405,9369,8760
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,28,December,2021,4000,9709,8978
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,29,December,2021,1005,10009,9095
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,30,December,2021,1105,9972,9184
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,31,December,2021,1205,10109,9351
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,1,December,2022,3009,9389,9042
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,2,December,2022,3009,9361,9023
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,3,December,2022,2582,9233,8834
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,5,December,2022,1009,9662,8655
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,6,December,2022,2005,9626,8578
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,7,December,2022,1005,8929,8578
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,8,December,2022,3015,8939,8570
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,9,December,2022,1019,8919,8551
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,12,December,2022,2029,8889,8567
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,13,December,2022,3005,8907,8654
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,14,December,2022,2222,8995,8648
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,15,December,2022,3339,8969,8658
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,16,December,2022,4047,8993,8614
Cotton,Bunny,Kharif,June-July,October-November,Vijaypura,Vijayapura,17,December,2022,3339,8849,8515
